x1, x2, x3, x4, x5, y
9.565070455087284484e-01,5.853367976808480089e-01,4.318871410194602412e-01,6.997041160257140291e-01,1.927075545950602820e+00,4.769891117800274749e+00
2.927973636555170067e-03,7.384473804775633088e-01,8.974009987533453359e-01,8.959968334719192740e-01,2.196204682095609595e+00,4.643600659251938545e+00
2.576613633969661032e-01,2.313591037500297709e-01,4.878658905548122204e-01,1.978710532607061978e-01,9.515942230273727320e-01,3.381257369375679112e+00
8.588703092188176846e-01,3.109260219129494907e-03,3.632106851441085915e-01,4.671975209500196513e-01,1.089939172384599031e+00,3.910537638878259781e+00
4.798565329361658138e-01,9.076373988019094119e-01,7.246711803142857899e-01,7.704626623974144550e-01,2.335545632434734120e+00,4.904002823871117300e+00
6.889329860091633062e-01,7.845520106541649108e-01,5.085592772229651226e-01,2.205606525884409308e-01,1.733738306552521813e+00,4.218831657740452989e+00
4.734337334706752998e-01,4.330703276707151828e-01,1.888731722540887281e-01,8.181183339457442916e-02,8.858517518459273488e-01,3.435770002744927609e+00
8.110739318418904720e-01,5.828451060141651707e-01,7.791319503884140962e-01,2.385824690722492258e-01,1.855446110761134637e+00,4.312924853993848728e+00
2.337477075859941689e-01,1.547391867464408266e-01,3.145507739319234330e-01,6.763786927068771160e-02,6.094593894084141539e-01,3.062980255328175083e+00
2.348204587787756648e-01,9.616142481898989347e-01,2.111917427963908578e-01,4.238861888373346432e-02,1.279183834849394019e+00,3.647693032669852009e+00
3.396709859300339751e-01,7.270524829203547368e-01,5.153191836518064006e-01,5.444655299345518840e-01,1.736806715540397228e+00,4.281017390142279666e+00
2.656175724293069473e-01,3.634773327412724742e-01,3.043906587099678429e-01,1.578137316981960137e-01,8.851239342549046540e-01,3.347971842457450720e+00
6.356926096300264950e-01,6.551375565848905902e-01,1.315414509777801388e-01,2.692539305449628273e-01,1.261967987381804601e+00,3.919717809307965872e+00
1.661710098858970586e-01,9.219325493303542896e-02,9.940521067764407359e-02,1.965397885563773261e-01,4.017938277631448174e-01,3.000957450963813056e+00
7.240440636000365915e-01,5.155471761167094158e-01,7.294940295213203640e-02,3.882145137144612512e-01,1.191837611300306188e+00,3.975446304603345027e+00
3.274778550272423594e-01,1.765111692033617397e-01,8.266639494768334151e-01,6.367685521359498502e-01,1.560335815190983411e+00,4.104938357925409953e+00
2.814525979343980300e-01,3.780634643790014016e-01,9.421566123034101903e-01,7.459080698020806866e-01,1.913562568636208772e+00,4.389609334918961991e+00
7.442059745405050775e-01,8.950920148494433404e-01,3.972855642220167738e-01,8.356749261820106689e-02,1.665284977099047437e+00,4.141356487089016269e+00
7.410061830109041514e-01,4.116922611330968707e-01,3.587187118881717263e-01,8.836547309483400170e-01,1.718043644204785281e+00,4.646188698916381199e+00
6.288043631219103480e-01,8.008497873944098178e-02,4.147197955322832197e-01,4.601483263418411074e-01,1.101288077593097547e+00,3.811836704560840783e+00
5.098908064240353921e-01,5.922604648313302134e-01,1.012938837579154816e-01,7.123266463423818529e-01,1.420665220884407498e+00,4.277630571341341614e+00
2.878527960386612072e-02,6.765699602883523678e-02,8.652089851827446942e-01,8.975235955555126433e-01,1.532620576468497919e+00,4.075593756837124992e+00
1.146785409165596015e-02,4.563219917719673058e-01,9.635703028490335553e-01,2.215975333594459862e-01,1.516984046702293032e+00,3.671117105309360529e+00
1.294590473385440754e-01,7.539768841303883251e-01,4.105154284748603333e-01,5.073553705250906098e-01,1.537148754321034483e+00,4.040229550305777018e+00
3.489045657428406777e-01,9.206719416319271154e-01,4.364094336874813074e-02,2.573002241842713422e-01,1.288890894640399187e+00,3.847792260171945866e+00
9.088421444997542009e-01,5.431346664768481602e-01,6.936292895378027845e-01,6.064394318792680760e-01,2.047332630288218880e+00,4.754730821807500618e+00
5.042498571120116457e-01,8.176511643046711075e-01,8.961728766412446756e-02,7.751445377749728305e-01,1.669871371961863638e+00,4.522853242759810044e+00
1.537359411049944447e-01,9.514814301290545062e-01,2.091202074872644534e-02,5.566634106036169038e-01,1.413224577199737819e+00,4.073690062015936419e+00
7.173860809319699827e-01,9.142614988500283868e-01,7.113079532848111119e-01,2.015852505596864574e-01,2.050754730356103561e+00,4.460666269349896851e+00
3.928377424473169510e-01,5.587787616761412668e-01,8.867802256239215586e-01,2.153381252658638223e-01,1.721814453134073108e+00,4.009923809716068988e+00
5.589192145471530981e-01,8.573940078321604652e-01,7.206659279928816497e-01,5.118175196594785259e-01,2.142411933864239781e+00,4.647718474370559072e+00
1.578468276250925006e-01,8.342382115520425856e-01,4.750196966730544368e-01,3.524638288100443440e-01,1.579282935062424009e+00,3.990981396509643453e+00
7.135739920386360291e-01,1.350295221674961965e-01,4.625011655666600996e-01,1.108060234025390889e-01,9.889807038431187580e-01,3.544403534582845960e+00
2.805882617835405712e-01,9.015909229137053504e-02,1.745741784826858600e-01,5.628503384633827267e-01,7.843384890485636252e-01,3.534571746894156430e+00
1.603954608152008410e-01,3.809706061614358541e-01,5.450405296094865681e-01,5.523971676276206999e-01,1.350385344408077781e+00,3.874437893857508808e+00
3.613008693982826536e-01,8.353251561668633141e-01,3.651045772300561820e-01,8.447175496697949537e-01,1.925859810589944043e+00,4.663346111018982221e+00
7.145592358161321211e-01,9.426959640563534748e-01,6.314104081937398361e-01,4.981887178953466888e-01,2.209642667116056280e+00,4.755955289398210439e+00
8.884611710195909895e-01,4.529857276617976769e-02,5.229921694687645894e-01,8.120513967052928050e-01,1.535606688481081727e+00,4.463139202058957977e+00
8.262652722806050898e-01,8.344449278739548559e-01,3.597845340883032428e-01,9.804862810939272144e-01,2.239210577998450358e+00,5.147850737064961990e+00
7.716245390525180436e-01,3.964259751050658309e-02,6.457896687986309781e-01,1.429208645660691168e-01,1.126029303187673136e+00,3.648995953514195367e+00
7.700122649447593837e-01,8.670169478917402195e-01,5.204987228161516155e-01,7.304042366791083651e-01,2.221485588471513228e+00,4.948189998004080437e+00
1.324149832388695769e-01,5.629364298197097050e-01,2.613316425928313702e-01,4.949486108583898147e-01,1.211554921673503094e+00,3.784950130134573598e+00
2.430505858660010343e-01,1.609549340206013479e-01,2.213654824641303476e-01,6.796928624388353102e-01,9.650486443797999803e-01,3.720451106347574921e+00
6.736592364939658628e-01,5.921173172787882466e-01,9.123195562777099976e-01,1.275831480637792392e-01,1.846517055495709547e+00,4.152332638797592068e+00
5.107144202015748702e-01,4.542639834207982119e-01,5.914985843789708486e-01,2.800215905678307138e-01,1.440925747588739148e+00,3.931799028629168635e+00
2.431114375924041671e-01,2.976900989054132030e-01,5.943919135161697120e-01,6.047721003286059549e-01,1.395677659604078524e+00,3.965637915545281444e+00
6.912486388570684426e-01,7.931870196268574480e-01,7.612107063380308958e-01,4.717729366229032051e-01,2.150612000503448140e+00,4.667105568896960932e+00
6.144321766643895399e-01,6.939796826982185252e-01,7.056244760283268969e-01,8.723945940171276003e-01,2.254772422962515233e+00,4.934877537401265890e+00
3.956877301319385865e-01,6.472553926437422112e-01,3.622468485188323761e-01,9.394042323842624054e-01,1.823562245898663114e+00,4.639330988556184643e+00
3.674849026839532851e-02,2.157072854119604921e-01,2.752672165288889694e-01,6.115983973864994594e-01,9.223374358130317363e-01,3.574153401388569407e+00
5.688265654157165230e-02,9.734881375722288510e-01,8.624948025631904436e-01,3.078935386792222006e-01,2.000256608701124872e+00,4.166318208577441062e+00
1.311314756072112786e-01,2.554085501449504525e-01,8.705197052347827258e-01,9.320045100818219463e-02,1.198213745881040682e+00,3.403363746142661572e+00
7.829567255195063469e-01,8.220436208238514064e-01,5.903497615906261320e-01,2.207543712938863090e-01,1.884488111528281440e+00,4.376447922174405925e+00
2.193507788015117699e-01,7.821242645189533382e-01,6.232019687404974917e-01,6.541518495663126709e-01,1.917721508417882914e+00,4.412275170102861743e+00
3.927834524149712569e-01,2.270611630521648383e-01,6.053295526772007884e-01,2.247773647988920986e-01,1.138982159312281750e+00,3.592383586608888901e+00
6.747572688346474834e-01,5.882908446514587553e-01,1.010260831864308040e-01,9.095059327647369019e-01,1.639038045662009724e+00,4.638492328860541747e+00
4.904738201219767113e-01,2.008327106706275789e-02,5.685774085146287904e-01,2.330797147485864640e-01,9.556526982689508287e-01,3.475176755215662272e+00
2.973907427343144283e-01,8.027296994578083655e-01,3.139694670719100911e-01,8.723238950045832940e-01,1.838896431997149250e+00,4.591944871309387999e+00
8.123182267299623449e-01,7.304151050960959735e-01,8.119750226508655189e-01,2.673846402854463955e-01,2.055963045591884253e+00,4.490614786375520140e+00
3.452791176025933328e-01,7.458852454275012311e-01,2.800599676041293229e-02,7.316373139556916483e-01,1.440283780097141975e+00,4.242550647225460381e+00
8.499367060561280329e-01,9.352860144240898732e-01,1.809863564971686545e-01,5.566643182434648507e-01,1.879849059520542598e+00,4.676951874489708949e+00
4.595401732840523890e-01,1.242988486892708799e-01,4.934017654877961290e-01,2.759444244536818358e-01,1.001365788679003721e+00,3.553715767505485790e+00
7.757502580455325480e-01,5.521943567825221555e-01,3.999854369892186234e-01,4.268225564973506803e-01,1.594018984160179730e+00,4.279940311330744152e+00
2.555913104749591991e-01,3.052529638899058595e-01,3.772021918613732705e-01,3.697904532347783269e-01,1.040202593866417224e+00,3.584937920111138876e+00
3.252329777396203436e-01,2.826263683542594718e-01,8.130656101716174922e-01,9.368356787145941666e-01,1.855523013021602496e+00,4.530063480183823543e+00
6.734519399431596609e-01,3.449822742864002700e-01,2.826312438910045799e-01,4.076975533470165169e-01,1.212438152919255385e+00,3.940537688582628650e+00
3.973078708743421616e-01,4.617832706061701931e-01,9.010884996678376613e-01,7.701229246913360305e-01,2.027202728445411495e+00,4.590102752915951712e+00
9.118291514918548391e-01,9.957860433789885723e-01,3.938892803921634211e-01,2.245115596701319216e-02,1.795416261704701810e+00,4.279336506265220663e+00
1.283648421246623705e-01,8.202057775315578780e-01,3.978880613102451225e-01,2.141006186570317826e-01,1.382838957736535868e+00,3.752538509286880153e+00
8.852403620044465571e-01,4.113826600560190894e-01,2.924218441670178859e-02,5.014328883579688423e-02,8.933382584381387437e-01,3.608829077345112157e+00
6.940199182442319259e-02,7.352696699535512526e-01,3.496424822504228258e-01,5.626007291537213906e-01,1.472988746946009897e+00,3.982604629727250600e+00
2.377313982980661100e-01,9.141966238034392456e-01,2.477228796338103445e-01,6.155080627035897090e-01,1.674370598904541652e+00,4.288841500600033108e+00
1.990024535128311900e-01,9.656301415717439829e-01,5.898859754480378914e-01,8.137205353981772360e-01,2.164569044374319073e+00,4.716396256601036896e+00
8.676843287358235735e-01,7.482505530205517674e-01,2.764805180922585981e-01,1.818371023948956999e-01,1.531250351661171516e+00,4.150772236293852835e+00
9.330620722722401394e-01,7.954106046832196686e-01,1.596035538687904376e-01,4.963222595402120296e-01,1.726966009471275099e+00,4.562417168194162542e+00
3.605584325752153596e-02,5.547343487358401548e-01,8.029693221921568869e-01,1.004337892977604785e-01,1.386002034058556376e+00,3.559323228768622283e+00
5.719076829110603111e-02,6.801514344641192977e-01,3.325000311984460666e-02,7.252486671127836848e-01,1.238638927353727937e+00,3.984458033445598346e+00
3.478426651998229868e-01,3.685047537762544678e-01,5.201318922753536134e-01,4.908072104880790709e-01,1.359332304417270487e+00,3.905771072854681503e+00
6.820966804458094002e-01,4.219045620346384418e-01,5.459803400476981317e-01,9.018684351239274477e-01,1.889600099495857721e+00,4.736186703190472969e+00
7.283919741816436977e-01,4.870137683205504331e-01,3.456847997922818383e-02,6.522604496024607679e-01,1.323241046107494157e+00,4.249877749165017704e+00
1.581347742421581604e-01,4.943336957244681695e-01,8.440167829461299176e-01,8.161197556699949507e-01,1.928775365306900191e+00,4.446173416961822333e+00
4.721698101219764521e-01,6.607106175431702866e-01,4.611172267996210827e-01,1.720554478137999999e-01,1.427063482238522862e+00,3.875009787243098636e+00
8.944080860727151583e-01,5.073717137971263114e-01,5.599671130595984536e-02,7.608019652232187457e-01,1.521254854541559620e+00,4.518504961357455940e+00
8.512378376251187317e-01,9.179936080970255707e-01,6.831431336001141386e-01,8.310051912802811636e-01,2.529588513411472839e+00,5.269007336991434975e+00
2.371506894609265448e-02,4.164479163503528314e-01,4.466757975097536137e-01,1.521226399652285677e-01,9.475965073453329612e-01,3.290386200142686679e+00
7.088233253179104798e-01,8.458546359281824412e-01,1.046291337553345580e-01,4.414371679028514794e-01,1.579190130142607673e+00,4.324273237250691793e+00
9.421003506491518742e-01,2.009083821755042187e-01,1.567488245931294433e-01,1.043313295900699655e-01,8.741618179375016950e-01,3.611473104613977192e+00
3.982666111158487121e-01,7.548948054114029693e-01,8.229783792306405443e-01,6.252490651632620633e-01,2.138460440956122977e+00,4.606485640210692623e+00
4.694273468844666342e-01,8.801196827950661383e-01,3.985558239916953127e-02,9.704045845285312888e-01,1.809761521821629415e+00,4.729797905832408667e+00
2.739041778387619752e-01,9.995278070336212073e-01,4.133291133925455219e-01,7.607884957132798887e-01,2.031751506139678476e+00,4.636239990529753108e+00
2.908463636109802630e-01,9.064329344446470094e-01,7.185415233480114683e-01,6.516319889694162093e-01,2.156192666052760387e+00,4.625857907104633959e+00
7.255323441073096014e-01,4.679920274682158876e-02,4.651384218499297063e-01,5.432604706630445035e-01,1.217217413205737175e+00,3.982794264240963944e+00
2.877749049668204551e-01,7.029704573835630077e-01,2.468623659266102610e-01,9.001513509700731497e-01,1.691825965975316537e+00,4.470782750151306217e+00
9.749289525477899954e-02,3.293953456631250054e-01,7.803882673484353605e-01,6.852737299265897475e-01,1.583429522364000031e+00,4.049726323676443585e+00
4.485598825558472225e-01,5.277245717161704874e-02,9.370984824816662728e-01,2.664992366135068291e-01,1.336957668293680790e+00,3.731086528841362604e+00
3.493104276063477842e-01,9.234013942434270428e-01,9.854967921310113788e-01,3.901112536685376053e-01,2.268762351998169891e+00,4.522577338809011138e+00
2.494951829109670616e-01,5.260123170136777881e-01,2.657140044570606152e-01,1.541875247030594087e-01,9.882608995894288650e-01,3.449000069830804982e+00
5.896546144692844660e-01,3.464763777083780250e-01,6.658087119631226347e-01,8.394000049555810916e-01,1.837991069669224764e+00,4.578963647944305215e+00
7.322471968698366362e-01,5.452373835154412651e-01,6.511604649435351888e-01,9.793011480704016947e-02,1.566518591222242796e+00,3.987322864560499891e+00
1.014870140260041298e-01,7.500558242567060274e-01,7.597603608476910519e-01,6.227992369012961271e-01,1.930746767736492453e+00,4.323455983250745760e+00
3.829364997314795849e-01,8.226477251370765131e-01,1.401098182273838866e-01,6.961403569305331107e-01,1.611910814157038407e+00,4.367397449412996124e+00
1.050525005590075001e-02,4.050258127129229280e-01,1.800011897498798863e-02,9.593808790513901341e-01,1.092545902318853956e+00,3.968758886208281655e+00
6.603691762169510149e-01,6.358211577967853856e-02,2.757325067586211542e-01,7.336895271833037135e-01,1.160207584292446192e+00,4.086706009619661906e+00
4.009341379734915334e-01,2.565085822426429463e-01,6.648470668789419058e-01,2.980333729819140132e-02,1.090264430482319913e+00,3.409911293053869308e+00
1.705508944643350233e-01,5.438749303729160101e-01,8.108172665875722496e-01,5.922728288668921426e-01,1.794372334474130026e+00,4.241072960218204457e+00
6.845842126823067364e-01,6.621059282612993258e-01,5.743792814280603842e-01,4.025561553359630063e-01,1.801626906165327835e+00,4.365032211683980812e+00
3.784183398601929094e-01,5.365442539584862613e-01,6.763411963599730292e-01,8.703260755613374533e-01,1.955333813187035030e+00,4.614939594768020292e+00
8.596434523081324386e-01,5.876405792335880340e-01,3.464161081491159422e-01,2.215991299827017036e-01,1.470739179883338910e+00,4.115706190598218406e+00
4.203519959362509439e-01,7.351883423009957230e-01,1.943643010692067685e-01,7.818211514193006417e-01,1.652457835892457538e+00,4.463659464558324075e+00
7.011776426663847150e-01,3.128513663399359324e-01,4.703753152124884318e-01,1.708302219949972001e-01,1.210196919109749025e+00,3.770263205077795554e+00
9.276047684195137810e-01,9.769060134338152235e-01,4.579741013295746122e-01,2.148096787312151479e-01,1.980027638342007013e+00,4.527619483533626976e+00
7.184644688754786568e-01,9.815660372043828463e-01,9.234145610696575801e-01,5.005961923767101585e-01,2.524680752222215663e+00,4.946623891751836588e+00
4.447721720173195559e-01,3.550126739431103129e-02,3.400189831391909889e-01,5.727243941578092912e-01,9.719902592429247035e-01,3.722528612849924201e+00
7.699384287648423086e-01,4.207561374481476602e-01,2.841080908854102249e-01,7.303115522214851385e-01,1.560893997891828366e+00,4.459814477687444878e+00
6.430594621278955536e-01,8.152477471402121978e-01,8.809320180615470841e-01,7.083412096835763894e-01,2.432430719292215215e+00,4.968256233772128105e+00
7.600052863146883331e-01,6.104290970536934147e-01,3.470271790992047745e-01,8.030066185390354327e-01,1.855067811642193032e+00,4.725793073904331898e+00
8.582651784556982744e-02,9.020610841188229090e-01,1.153581080441024032e-02,3.174501119507677771e-01,1.154115370612996960e+00,3.687243948751626199e+00
1.107848395926713803e-01,1.964151853246051127e-01,8.019390066814324758e-02,3.510280257816115190e-01,5.745730141338803998e-01,3.204713945423446564e+00
9.309945851157767072e-01,8.123108449701132994e-02,3.143137569057401493e-01,8.340519768448352300e-01,1.414891914401686046e+00,4.434709965423362377e+00
1.330408431512117851e-01,7.126361597017116800e-02,3.656118554255154418e-01,7.605576071579014386e-01,1.014886710642441292e+00,3.766529988796757156e+00
4.189366291038740808e-01,7.610300098427379423e-01,2.670232046964061690e-01,4.149165642256670283e-01,1.484284679078050839e+00,4.092785567608744124e+00
4.064259539839102375e-01,1.687966969184174770e-01,1.408397398892413666e-02,8.218831072587157172e-01,9.602854974595855797e-01,3.910006694335128152e+00
7.921205832279377690e-01,8.962045822354570701e-01,7.746416230165886763e-02,2.888734764732950877e-01,1.532993972889733270e+00,4.256014191399954960e+00
6.978414718315811838e-01,5.536695258955168786e-01,2.084920175334026293e-02,4.982306948933912238e-01,1.250634491545973725e+00,4.091025536990761324e+00
4.660569100766074335e-01,2.372452586776263583e-01,6.605056608064918677e-01,6.673607500132435755e-01,1.552379097468631342e+00,4.200316835357578604e+00
1.699218690650795560e-01,8.213443846650454461e-01,1.486379659858391156e-01,8.416578048351734953e-01,1.614158247733830986e+00,4.367674587200226277e+00
8.091805863885979111e-01,7.828217429852600828e-01,3.179426832093106281e-01,1.006154913338674906e-01,1.522523288479517900e+00,4.065252439921176020e+00
8.720375115867007310e-01,3.037951607409632437e-01,7.401749499855302394e-01,3.868068843968297532e-01,1.686548980208521176e+00,4.296073606571183312e+00
4.780085069656041519e-01,5.021605928446968292e-01,5.693405233217818662e-02,8.542714813511820271e-01,1.373305647358898485e+00,4.316022800949220972e+00
4.716787043241281729e-01,3.289850456986064264e-01,1.875047004051009214e-01,2.537187707560299987e-01,9.100545271602599184e-01,3.536117763831270189e+00
1.666355208122952680e-01,6.224003931388943922e-02,6.409431811637049670e-01,9.405039103787629085e-01,1.406191894316279445e+00,4.107329243882497316e+00
2.620610818170028278e-01,8.286402203260512245e-02,7.531669586903744218e-01,8.190602961772350810e-01,1.500131140102723526e+00,4.134096614730561114e+00
3.375345365612272275e-01,7.310605390696601757e-01,8.543530202051186073e-01,5.849455917458646903e-01,2.088123842630191351e+00,4.505328825087114630e+00
6.240243553520452569e-01,5.790707739404374887e-01,9.724056733497707938e-01,1.274128584270414200e-01,1.874108543456339593e+00,4.161721892781367949e+00
5.453912895559386298e-01,1.365923148196740433e-01,9.506527628312636535e-01,2.111972427744280845e-01,1.439607771403200287e+00,3.821677768507564910e+00
5.883813837011905301e-01,6.450207637263142280e-01,9.415357248262994361e-01,8.283974085645461338e-01,2.384272055712564509e+00,4.965541790955692925e+00
5.637957942454467908e-01,5.760924804086700046e-01,9.140660528395705420e-01,9.282314304381037440e-01,2.348254029617677929e+00,4.977199835573274278e+00
7.974423738485783009e-01,4.095792903561140674e-01,8.205307467536501198e-01,1.993047178240485717e-01,1.696585250295832514e+00,4.163769463973978624e+00
9.101827101954802490e-01,8.885277797106472253e-02,3.554716596745074453e-01,4.749053858390573923e-01,1.199552687315731614e+00,4.024235981864212164e+00
1.637781353683276375e-02,6.234808187702968185e-01,8.135958817428322609e-01,5.715558346206314200e-01,1.785808658453717168e+00,4.137596806490323686e+00
8.290088599656719737e-01,9.501760529484726270e-01,9.035353782002550904e-01,1.841992883866010455e-01,2.303436987604027042e+00,4.631986278803505996e+00
4.595654795318188102e-01,6.598580699471601196e-01,7.357655204499263801e-01,2.561120132690503093e-01,1.739309570950324568e+00,4.118013651265085784e+00
4.565963373246747503e-01,9.059635116516040476e-02,4.485366454950741044e-01,3.215646599599463196e-01,9.597001556861225469e-01,3.560080122536678271e+00
2.992436832565072979e-01,3.698393806104410819e-01,4.565512472077205564e-01,5.682095074885504804e-01,1.339236610442614106e+00,3.947702202919479486e+00
9.117425990689342896e-02,2.832497410874139643e-01,1.031850798573469286e-01,6.548367840031257270e-01,8.858424112908908077e-01,3.637678917611861351e+00
6.675381392424657445e-01,6.375882673932328215e-01,5.941413261922129374e-01,5.366402963927962011e-01,1.876306472092602817e+00,4.506704443780662039e+00
1.173086334668985709e-01,3.064570754804329944e-01,6.072858499606407223e-01,1.914557298090404647e-01,1.063465751028882522e+00,3.411999021303628865e+00
7.495087220479760282e-01,3.710761005347712471e-01,9.269832880239319284e-01,4.746817950264990982e-01,1.927667811195056036e+00,4.462484282675036162e+00
3.259551872588262178e-01,9.229356167188613735e-01,5.965410141435941727e-01,3.834973632879232763e-01,1.890232736020404314e+00,4.298030712016470467e+00
5.856637202669265907e-01,5.272003747786468963e-03,8.620373544675743460e-01,5.938116638767204636e-01,1.518094785456758578e+00,4.125502079495227292e+00
6.486404658657726197e-01,2.607187462485114349e-01,8.986925048567989682e-01,3.415270262244589627e-01,1.654641242525956013e+00,4.110327532127043604e+00
1.794500591744129236e-01,7.418539543819083759e-01,6.025940208873857840e-01,2.262993804999163805e-01,1.531321935910360699e+00,3.830126332420257018e+00
2.891100640491293117e-01,4.947253480093830591e-01,2.154378495879771815e-01,6.572556584261675106e-01,1.290665946641405659e+00,4.014331590206329459e+00
2.532760095212006624e-01,6.535145833231678081e-01,3.564422617983697972e-02,7.158805231030518357e-03,7.941592375219861388e-01,3.267682655209826592e+00
6.765538560226369569e-01,3.709840797723124028e-01,1.870988771350737823e-01,4.884040359428887257e-02,8.970407778982887326e-01,3.502401894178979180e+00
9.012583920714993813e-01,7.099141928871224305e-01,1.157315594680685678e-03,8.280780795050081133e-01,1.708629425280773217e+00,4.749397370105644001e+00
5.801395208854605023e-01,2.882346775335664635e-01,6.154307813848480802e-02,3.622238850603201055e-01,8.770825768112672227e-01,3.648011152699098147e+00
3.072613901011697068e-01,6.723912556840198063e-01,6.504421896874649223e-01,5.261839017505776095e-02,1.455950934825301024e+00,3.710786476006646240e+00
7.580030038626115463e-01,4.696817273384120695e-01,2.124064609913389745e-02,7.509487059253565633e-01,1.372990093186164495e+00,4.359768321799375457e+00
1.270927754122641584e-02,1.391025050163342547e-01,7.106520397267305222e-01,1.837569073484346394e-01,9.405844932650206935e-01,3.233310163642188151e+00
4.914275414711218870e-01,2.963483500393988557e-01,5.104268700455780738e-01,1.195349629658726265e-02,1.017838500186174722e+00,3.441824194251687175e+00
1.167134341450338786e-01,5.744072675387659199e-01,7.162992725281894790e-01,7.068470834550264481e-01,1.788262990500756766e+00,4.269313032424671306e+00
1.442499630468131455e-01,3.663452784578898891e-01,3.362712208762281829e-01,8.384466425500360920e-01,1.332886516997846771e+00,4.061513249196551101e+00
2.520460374803017434e-01,4.015182310305975832e-01,4.709975050360932780e-01,7.580171923802001555e-01,1.488020079724912348e+00,4.145949506631942505e+00
4.075697995316551747e-02,2.137394567604652407e-01,5.686383910548150622e-01,7.531789987322713431e-01,1.293826589781818859e+00,3.883981095474164480e+00
3.723549912110390991e-02,4.153772666510718858e-01,2.694732159706947350e-02,8.506404418099677844e-02,5.062728513335412739e-01,3.003116291874338373e+00
7.085831269692384193e-01,9.648633342368466703e-01,3.802372041640397216e-01,9.146164526978861620e-01,2.278474641267491663e+00,5.115728642151989192e+00
4.839979875186891656e-01,8.448995060327777473e-01,5.973794608654279248e-01,8.411904843418221978e-01,2.214504440360890669e+00,4.892617919453877029e+00
1.789507301694838182e-01,2.341668407554539089e-01,2.785073086821951982e-01,9.460000195660123179e-01,1.250257598516120838e+00,4.089971318587059201e+00
2.167830243850883409e-01,8.316708260026814958e-01,7.798247508538339590e-01,5.485470452364604732e-01,2.032072850784705231e+00,4.424313768790589130e+00
2.038238084165138186e-01,7.321921170145541113e-01,3.299118206564094491e-01,9.250463676602983520e-01,1.772797829304949779e+00,4.513292376829951991e+00
2.673796393649883196e-01,1.926018806032681052e-02,1.737567299876193738e-01,6.536336059419506350e-01,7.737576092993613264e-01,3.574980780512455159e+00
5.075637710495527477e-01,7.407403483150791779e-01,9.773284424479111721e-01,1.648314329195098571e-01,2.005591609667551012e+00,4.232818533142622464e+00
8.270680355559378860e-02,3.157014434207381370e-01,5.704048429775157025e-01,6.426779593916985833e-01,1.335643366061691095e+00,3.874197954155475188e+00
3.327606332349215545e-01,3.262763805337741685e-01,4.245671836659682397e-01,1.142758001096174647e-01,9.611861142527314827e-01,3.384065304923459028e+00
5.276350274341405910e-01,6.144100406082149135e-01,6.025833565678408998e-01,9.348857768973244387e-01,2.082566107533928346e+00,4.823537059193355958e+00
7.056137852636882313e-01,7.449193645943752440e-01,1.286099607669487499e-01,2.551675298236404377e-01,1.372292817144437960e+00,4.041348765344644711e+00
7.578237070211425452e-01,6.558545854901400851e-01,5.003665305413521613e-01,3.563413959514217799e-01,1.722631476055383359e+00,4.331017326737215178e+00
4.810984324450336969e-01,7.439745279813362311e-01,5.709960511962651752e-01,2.174749515896245988e-03,1.497088883143204985e+00,3.808561164811224753e+00
5.324651760111780430e-01,4.464179882152990997e-01,6.636534005102600053e-01,1.034360000648013589e-01,1.391019496401129096e+00,3.773122747407703592e+00
8.521352591408394295e-01,3.382587769229224994e-01,7.812637014058323448e-01,3.767792011469069946e-01,1.739731177808301554e+00,4.324558239353534006e+00
7.344872463727827316e-01,7.627587040650845029e-01,3.237421044148919291e-01,1.611562563186155206e-01,1.510743439911715003e+00,4.060799791403707282e+00
9.623196611927361532e-01,8.749093649356589619e-01,3.435737808874943511e-01,9.847277671360570306e-01,2.335185369853127302e+00,5.320559377660876166e+00
5.354752851256097124e-01,8.252269752754852750e-01,9.448872065322512226e-01,9.520097448157801567e-01,2.622144032965612048e+00,5.240643783897004582e+00
9.624262770955840374e-01,5.808335971865787872e-01,1.990613618911526439e-01,2.372607957357637520e-01,1.383068896695804684e+00,4.115173220862187620e+00
3.562286964744730833e-01,2.604615183648557597e-01,7.662845096005227452e-01,9.760158423339426736e-01,1.839499140257964793e+00,4.548656890568444133e+00
2.883505590620014658e-01,6.300651691681781186e-01,9.141039614218444687e-01,8.678514323765663674e-01,2.222294344273815003e+00,4.753621389925142715e+00
4.876893020674244461e-02,8.824695219810869684e-01,8.001667043214316655e-01,7.236925982212986108e-01,2.146308098027410960e+00,4.530352745945110726e+00
2.086376352932294287e-01,9.800712927732188051e-01,7.456642592612442444e-01,5.324279156888800379e-01,2.129099082654627662e+00,4.487869870425260643e+00
5.663513907227923916e-01,7.677217325570386830e-01,1.497951860112770595e-01,8.257434856363576881e-01,1.743026028128892957e+00,4.621634337026756967e+00
2.519784176178768709e-01,1.565956531485949155e-01,8.083369872759073038e-01,6.816111054381052137e-01,1.515455027067569072e+00,4.041315836943724094e+00
8.025727685460615213e-01,8.692983060938482831e-01,2.953553318512218695e-01,1.182803371997526165e-01,1.599254231901642953e+00,4.165369182415779470e+00
5.421703397519604950e-01,6.818990724833878803e-01,1.320864297710218072e-01,6.652696494455515586e-01,1.518377783853912311e+00,4.348458753524658604e+00
5.234904800609078146e-01,4.964693515106184396e-01,8.160267981453600550e-01,2.705242413754493924e-02,1.527820701592816244e+00,3.794874165744845929e+00
